day,event_id,machine_partno,machine,problem,fixed_by,fix_detail,issue_dt,finish_dt
24,TCSM132512250238,M05102,TCSM13,central part  over lab,H353362,ถอดขา drum sector 7 มา บีบ gab,2025-12-25 02:38:36,2025-12-25 03:10:00
8,TCSM130809251620,M05102,TCSM13,Center part Over Lap,h354217,ถอดขาcenter partไปเปลี่ยนBushใหม่,2025-09-08 16:20:49,2025-09-08 17:42:00
7,TCSM130711251346,M05102,TCSM13,central part over lab,H355773,"ถอดขาด sec.7,8มาเปลี่ยนpinกับแบริ่ง",2025-11-07 13:46:08,2025-11-07 14:20:00
4,TCSM130411251650,M05102,TCSM13,cen tarl part เกย,h351821,ถอดขามาเปลี่ยน pin. Baring. บัญชาให้แน่น  ถอดมาทำ 3  ขา,2025-11-04 16:50:31,2025-11-04 18:00:00
17,PAP201702261229,M13105,PAP20,ปรับ โลดาวโยกได้,h354256,ถอดชุด Rollbown มาเช็ค เช็คดูแล้วปรกติ รองแหวน bot ชุดล๊อค ประกอบกลับเช็คแล้วไม่หลวม,2026-02-17 12:29:29,2026-02-17 13:09:00
6,B50612241156,,B5,FINDER หัก,H355773,ถอดชุดFinnger มาเปลี่ยนใบใหม่ทั้ง2ข้าง,2024-12-06 11:56:28,2024-12-06 14:00:00
15,PAP141501260928,M08201,PAP14,Rubber Core คลอน ทำให้รีดลม NC3 ไม่ออก ด้านขวา,h354217,ถอดชุดrubber core มาเช็ค ประกอบให้ใหม่,2026-01-15 09:28:48,2026-01-15 10:20:00
21,PAP21A2108251602,M08201,PAP21A,ปรับRolling Down,H355773,ถอดชุดรีดเช็คrubbercallให้ใหม่,2025-08-21 16:02:31,2025-08-21 16:20:00
16,PAP201607221611,M19501,PAP20,การ์ดGIตก,h354217,ถอดถาดGI มาดัดใหม่,2022-07-16 16:11:12,2022-07-16 16:32:00
2,PAP120203231257,M01103,PAP12,ถาด NC6 ฝืด,h354217,ถอดถาดNC ไปดัด และประกอบปรับตั้งให้ใหม่OK,2023-03-02 12:57:37,2023-03-02 13:20:00
6,PAP110708230029,M01103,PAP11,ปรับไกด์nc ทุกpost,h354217,ถอดถาดไปเจาะรูให้แล้วปรับให้ใหม่,2023-08-07 00:29:23,2023-08-07 01:00:00
9,PAP110908231605,M01103,PAP11,ปรับใบมีด GI+RIC,h354217,ถอดถาดไปเจาะรูใหม่ แล้วปรับตั้งใหม่,2023-08-09 16:05:44,2023-08-09 16:35:00
11,PAP131207220035,M01103,PAP13,ไกท์ NC4 PAP13 งอใช้ไม่ได้ สาเหตุNC4หมดหล่นไปดึงไกท์,้h354217,ถอดถาดไปดัดให้ใหม่,2022-07-12 00:35:46,2022-07-12 01:00:00
26,PAP122612241629,M01103,PAP12,ไกด์ NC คต,h354217,ถอดถาดไปดัดให้ใหม่,2024-12-26 16:29:29,2024-12-26 16:36:00
31,TCSM133110251707,M42203,TCSM13,ลมรั่ว JEE ด้าน AR,H355773,ถอดประกอบ ชุดjee ด้านAR ยังไม่หาย รอวางแผนแก้ไขใหม่,2025-10-31 17:07:47,2025-10-31 19:00:00
22,BNS192203241425,M19501,BNS19,Bladder หลุด ขอบแฟรงก์,h354217,ถอดประกอบBladder ให้ใหม่,2024-03-22 14:25:13,2024-03-22 14:35:00
23,PAP122412240647,M01103,PAP12,Bladder turn up เติมลมเข้าตลอด ไม่ Drain ลม,h354217,ถอดสายลม ให้ลมออก แล้วเข้าStep ใหม่,2024-12-24 06:47:33,2024-12-24 07:00:00
4,BNS140403261348,M08201,BNS14,รอยต่อ BA ติดหัว Robot,H355773,ถอดหัวlobot เอา BAออกให้,2026-03-04 13:48:53,2026-03-04 14:15:00
4,B60406231648,,B6,underขึ้นไม่เท่ากัน,h354217,ทการปรับUnderให้ใหม,2023-06-04 16:48:16,2023-06-04 17:10:00
19,B52003250548,,B5,พบเศษทองเหลืองในท้องยาง,H355773,ทองเหลืองที่ปลอกขูดกับshaft ถอดเช็ดออกให้พร้อมใส่จาระบี,2025-03-20 05:48:49,2025-03-20 06:20:00
7,PAP160707261110,M18201,PAP16,Monchon ขยับ,h351821,ทากาว Monchon,2026-07-07 11:10:04,2026-07-07 11:50:00
25,BNS162503232355,M13301,BNS16,ผ้าปูดั้มหลุด,h351821,ทากาวใต้ผ้า  Sock,2023-03-25 23:55:48,2023-03-26 13:10:00
24,BNS192402231127,M19001,BNS19,Sock ยืด,H353362,ทากาวใต้ผ้าsock,2023-02-24 11:27:17,2023-02-24 12:30:00
20,PAP172006251228,M18801,PAP17,สป้องโลน ชำรุด,H355343,ทากาวให้,2025-06-20 12:28:12,2025-06-20 13:00:00
2,PAP210206220820,M18201,PAP21,bead เหลี่ยม,H353362,ทากาวที่ monchone ครับ,2022-06-02 08:20:17,2022-06-02 00:00:00
21,TCSM172205250244,M18801,TCSM17,"Menu เบ่งยาง2เส้น T0294965,T0295019",h355622,ทำ Carcass Manual สร้าใหม่,2025-05-22 02:44:18,2025-05-22 04:00:00
25,PAP192504251625,M16006,PAP19,follow ปรับ secter ปูชิ้นงาน M16006,h355622,ทำ Recipe ใหม่  เนื่องจากมีการเปลี่ยน Sector ชิ้นงานทุกตัว (ของ พี่เทพ),2025-04-25 16:25:37,2025-04-25 18:00:00
8,RZB20805252303,M13702,RZB2,RZB2 เครื่องตุ๊ดค้างสเต๊ปแรก ขึ้นช้ามากมีเสียงดังผิดปกติ,h355622,ทำ Recipes size M13702 ที่ RZB6 เพิ่มค่ะ,2025-05-08 23:03:59,2025-05-09 01:00:00
5,BNS160503230908,M13702,BNS16,มี carcass 1 เส้นยิงเข้าระบบไม่ได้,H353350,ทำ total patial carcass ออกจากระบบ FYT แล้วยิงใหม่ครับ,2023-03-05 09:08:32,2023-03-05 09:15:00
28,PAP162807220851,M15501,PAP16,Carcass หลุด L.1 ติดต่อกันหลายเส้น,H353350,ทำ weight conformity ครับ,2022-07-28 08:51:44,2022-07-28 10:01:00
8,PAP210803231510,M18201,PAP21,ใบมีดGi Off,h354217,ทำLock post หลวม ทำการปรับตัวLockให้ใหม่,2023-03-08 15:10:58,2023-03-08 16:25:00
25,BNS142504250737,M15501,BNS14,โหลด recipe ไม่ได้,h355622,"ทำให้หน้าจอ Panelview อยู่ใน Step Free mode
และทำการ load Recipe ใหม่",2025-04-25 07:37:01,2025-04-25 07:00:00
3,BNS190310231145,M10001,BNS19,แฟร้งฝืด,้354217,ทำกรตะไบให้ใหม่,2023-10-03 11:45:22,2023-10-03 12:03:00
18,PAP21B1807250814,M15702,PAP21B,ตำแหน่ง ระยะ Post หน้า Drum ชิ้นงาน Ric 3       กับ Nc1อยากให้อยู่ค่าเดียวกัน,H353350,ทำกรปรับ parameter ให้เท่ากันครับ,2025-07-18 08:14:05,2025-07-18 09:00:00
10,RZB61004241724,M08201,RZB6,แก้ Faultsไม่หาย,H353350,ทำกา manual ก่อนจึงเคลียร์ได้ครับ,2024-04-10 17:24:45,2024-04-10 16:00:00
26,PAP202605230851,M16006,PAP20,บล็อคลม Trun Up ด้าน R,H353350,ทำการ Add step elastic ระหว่าง NC3 กับ NC4,2023-05-26 08:51:00,2023-05-26 09:05:00
26,PAP202705230144,M16006,PAP20,เทิร์นอัพ บล็อคลม 2 ด้าน,็H353350,ทำการ Add step elastic ระหว่าง NC3 กับ NC4,2023-05-27 01:44:57,2023-05-27 02:00:00
26,PAP202705230155,M16006,PAP20,เทิร์นบล็อคลม 2ด้าน,H353350,ทำการ Add step elastic ระหว่าง NC3 กับ NC4,2023-05-27 01:55:11,2023-05-27 02:15:00
2,PAP200202231158,M18801,PAP20, Post เรียกขึ้นชิ้นงานไม่ได้ ตอน Tern Up  แล้วก็หลังรีด NC7 เรียกขึ้นของไม่ได้,H353350,ทำการ add step ให้ใหม่ครับ,2023-02-02 11:58:37,2023-02-02 15:05:00
4,RZB20401261608,M06201,RZB2,เครื่องตุ๊ ดสเตป3 ค้าง,H353350,ทำการ adjust high roll จาก 670 เป็น 673 ครับ,2026-01-04 16:08:52,2026-01-04 16:15:00
19,TCSM171905261146,M18801,TCSM17,เชนเตอริ่งออฟ,H353350,"ทำการ adjust parameter BNSF- Op02 Pressure of the extensors, Zone 1-6 R.side form 4300 g to 4900 g ครับ",2026-05-19 11:46:27,2026-05-19 12:55:00
10,BNS181112250138,M18801,BNS18,BDR ออกมาไม่ถึง ไฟ 2 mm.,H353350,ทำการ adjust parameter first advance BDR เพิ่มอีก 1 mm. ครับ,2025-12-11 01:38:10,2025-12-11 02:01:00
19,RZB31902231058,M05102,RZB3,ตุสพับยับด้าน AR,H353350,ทำการ adjust parameter turn down step3 ใหม่ ครับ,2023-02-19 10:58:22,2023-02-19 13:00:00
28,BNS142810250939,M08201,BNS14,carcass off cantering หลังโหลด recipe bomใหม่,H353350,ทำการ approved and activate version 2 ออกมาใช้งานครับ,2025-10-28 09:39:52,2025-10-28 10:00:00
6,PAP160611220733,M15601,PAP16,ยิงยางออกจาก FYT ไม่ได้,H353350,ทำการ associated serial number ใน FYT ให้ใหม่ครับ,2022-11-06 07:33:35,2022-11-06 08:01:00
6,PAP160611220734,M15601,PAP16,ยิงยางออกจาก FYT ไม่ได้,H353350,ทำการ associated serial number ใน FYT ให้ใหม่ครับ,2022-11-06 07:34:40,2022-11-06 00:00:00
19,PAP21B2006260118,M15105,PAP21B,B/D หุบคา Drum,H353350,ทำการ balance fflow bladder ให้ใหม่ครับ,2026-06-20 01:18:54,2026-06-20 01:25:00
11,BNS161206260019,M21401,BNS16,Carcass off-centering ตอน Pre-conformation,H353350,ทำการ balance flow bladder ให้ใหม่ครับ,2026-06-12 00:19:49,2026-06-12 00:25:00
29,BNS162901231644,M08401,BNS16,Carcass หลุดขอบ,H353350,ทำการ balance flow MSB ใหม่ครับ,2023-01-29 16:44:00,2023-01-29 17:00:00
3,PAP190311230959,M01103,PAP19,B/D ด้านR เทิร์นไม่สุด,H353350,ทำการ balance flow push bladder ให้ใหม่ครับ,2023-11-03 09:59:33,2023-11-03 10:20:00
4,PAP160412251333,M13702,PAP16,B/O Turn up ไม่สุดด้าน AR,H353350,ทำการ balance flow ให้ใหม่ครับ,2025-12-04 13:33:54,2025-12-04 14:00:00
20,PAP162005260758,M20001,PAP16,B/D ด้าน AR และR เทรินไม่เข้า,H353350,ทำการ balance flow ให้ใหม่ครับ,2026-05-20 07:58:22,2026-05-20 08:09:00
31,BNS160102240550,M08401,BNS16,carcass off cantering,H353350,ทำการ balance flow ด้าน AR ลดลง 2 รอบครับ,2024-02-01 05:50:02,2024-02-01 06:10:00
2,BNS140211230724,M08201,BNS14, BDR off cantering,H353350,ทำการ balance flow ที่เข้าท้องยางให้ใหม่ครับหมุนลดลงไป 2 รอบครับ,2023-11-02 07:24:21,2023-11-02 07:55:00
8,BNS160804231331,M08401,BNS16,เบ่งยาง step X0 MSB ชึ้นไม่พร้อมกันด้าน AR ขึ้นก่อนจึงทำให้ยาง off,H353350,ทำการ Balane flow ที่เข้า MSB ใหม่ครับ,2023-04-08 13:31:15,2023-04-08 14:20:00
2,BNS160304260220,M13702,BNS16,Carcass off-centering ตอน Pre-conformation,h355622,"-ทำการ Calibart X0
-Finetune Parameter",2026-04-03 02:20:09,2026-04-03 02:20:00
23,BNS192306231131,M19001,BNS19,ปรับค่าระยะFlange,H353350,ทำการ Calibate flange ให้ใหม่ครับ,2023-06-23 11:31:27,2023-06-23 12:00:00
11,TCSM131112221147,M05102,TCSM13,ตัวรีด BDR ERROR,H353350,ทำการ calibrae rolling down ให้ใหม่ครับ,2022-12-11 11:47:48,2022-12-12 12:30:00
28,BNS162904260238,M15501,BNS16,ปรับระยะ Secter0,h355622,ทำการ Calibrat ระยะX0,2026-04-29 02:38:17,2026-04-29 02:40:00
25,RZB52508250730,M18801,RZB5,ยางตุ๊ดเป็นกีบหนาทั้ง2ด้าน,H353350,ทำการ calibrate arm ให้ใหม่ครับ,2025-08-25 07:30:55,2025-08-25 09:00:00
6,BNS180612231731,M19501,BNS18,ความกว้าง BF1 + 7 mm.,H353350,ทำการ calibrate axis Y ( + 2 mm. ) ครับ,2023-12-06 17:31:13,2023-12-06 18:15:00
12,PAP131207250802,M01103,PAP13,BJ ผิด sector+BJ รีดเลยตำแหน่ง,H353350,ทำการ calibrate drum and calibrate rolling down ให้ใหม่ครับ,2025-07-12 08:02:24,2025-07-12 08:15:00
16,BNS181604252029,M13105,BNS18,ตำแหน่งDrum Set  0 ไม่ตรง เคลื่อน 2 Setter,H353350,ทำการ calibrate drum rotation ให้ใหม่ครับ,2025-04-16 20:29:21,2025-04-16 20:35:00
16,TCSM171604251311,M18801,TCSM17,รอยต่อBDRจอดไม่ตรงcenter,H353350,ทำการ calibrate drum rotation ให้ใหม่ครับ,2025-04-16 13:11:18,2025-04-16 13:20:00
3,BNS190301241152,M20101,BNS19,จุดสตาร์ท GCS ไม่ตรง WebRef,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2024-01-03 11:52:50,2024-01-03 12:00:00
7,BNS180706230757,M20101,BNS18,ระยะx3ลบ5m.m,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2023-06-07 07:57:28,2023-06-07 08:10:00
9,PAP140903231444,M08201,PAP14,Durm จอดไม่ตรง,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2023-03-09 14:44:26,2023-03-09 15:20:00
16,BNS181608222122,M19501,BNS18,sector ปูชิ้นงานไม่ตรงกั webref,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2022-08-16 21:22:41,2022-08-16 22:00:00
16,PAP191612230958,M20101,PAP19,บาโค๊ดไม่ตรง sector 0,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2023-12-16 09:58:24,2023-12-16 10:10:00
23,PAP202308232021,M20101,PAP20,Gi 4 หยุดไม่ตรง Setter,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2023-08-23 20:21:52,2023-08-23 00:00:00
25,TCSM132501231240,M05102,TCSM13,FAULTS EXSENSEUR,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2023-01-25 12:40:02,2023-01-25 13:10:00
26,BNS182611250754,M19001,BNS18,Sector ปู GCS ไม่ตรง,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2025-11-26 07:54:02,2025-11-26 08:09:00
29,BNS162901230821,M08401,BNS16,สเตป pre drum ไหลออกเอง,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2023-01-29 08:21:27,2023-01-29 09:00:00
29,TCSM172907221350,M20101,TCSM17,0ไม่ตรงกับ0,H353350,ทำการ calibrate drum ให้ใหม่ครับ,2022-07-29 13:50:06,2022-07-29 14:20:00
18,PAP21B1804251506,M08201,PAP21B,Ric/GI  หยุดไม่ตรง sector,h355622,"ทำการ calibrate drum ให้ใหม่ครับ
และแจ้ง sector4 ทำการแก้ไขต่อ",2025-04-18 15:06:25,2025-04-18 15:09:00
1,TCSM170107261220,M18801,TCSM17,CenterRing.oFF.3.mm,H53350,ทำการ calibrate extensor ให้ใหม่ครับ,2026-07-01 12:20:18,2026-07-01 12:35:00
6,BNS200608250827,M13105,BNS20,Bandage centering ติดค่า max,h355622,ทำการ Calibrate flang ใหม่,2025-08-06 08:27:13,2025-08-06 09:00:00
5,BNS160503231228,M13702,BNS16,Fault fang 34 ตอน Remover Carcass ออก,H353350,ทำการ calibrate flange value ให้ใหม่ครับ,2023-03-05 12:28:51,2023-03-05 13:00:00
28,BNS212811250801,M08201,BNS21,ค่า Flange X1-2 X2-1 X3-2,H353350,ทำการ calibrate flange value ให้ใหม่ครับ,2025-11-28 08:01:07,2025-11-28 08:05:00
7,BNS180711231404,M19501,BNS18,ระยะFlange,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2023-11-07 14:04:53,2023-11-07 14:10:00
12,BNS161212230759,M18201,BNS16,ค่า X2 -11 มิล,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2023-12-12 07:59:58,2023-12-12 08:10:00
15,BNS181506230832,M13105,BNS18,ระยะx3 off -4m.m,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2023-06-15 08:32:35,2023-06-15 08:50:00
21,BNS182102230919,M18801,BNS18,Fault Flanges Step X3,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2023-02-21 09:19:12,2023-02-21 09:30:00
21,BNS212105230901,M20001,BNS21,ค่า FLANGES หลุด,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2023-05-21 09:01:10,2023-05-21 09:35:00
24,BNS142410221507,M06201,BNS14,Fault Flange,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2022-10-24 15:07:51,2022-10-24 15:30:00
30,BNS203006231017,M19501,BNS20,คาลิเบทแฟร้งใหม่,H353350,ทำการ calibrate flange ให้ใหม่ครับ,2023-06-30 10:17:47,2023-06-30 11:00:00
6,BNS140602242304,M06201,BNS14,Width BA ไม่ได้,H353350,ทำการ calibrate haed robot ให้ใหม่,2024-02-06 23:04:40,2024-02-07 00:26:00
9,BNS180903230937,M19001,BNS18,ba start off centr,H353350,ทำการ calibrate haed robot ใหม่ครับ,2023-03-09 09:37:24,2023-03-09 10:05:00
7,BNS200704230821,M19501,BNS20,BA cord ห่าง,H353350,ทำการ calibrate head robot ให้ใหม่ ( home อย่างเดียวไม่ได้ compensate ) ครับ,2023-04-07 08:21:14,2023-04-07 09:03:00
12,TCSM121306240043,M12302,TCSM12,ROBOT  ช้ายขวาไม่เท่ากัน,H353350,ทำการ calibrate head robot ให้ใหม่ครับ,2024-06-13 00:43:50,2024-06-13 01:00:00
28,BNS162809250951,M15702,BNS16,BDR รีด บล็อคลม,H353350,ทำการ calibrate position rollng down ใหม่ครับ,2025-09-28 09:51:19,2025-09-28 09:00:00
18,BNS141805232327,M06201,BNS14,width BA  off scep,H353350,ทำการ calibrate robot ให้ใหม่ครับ,2023-05-18 23:27:00,2023-05-19 01:00:00
29,BNS183003250006,M13105,BNS18,"แกนXไม่ตรง ทาเก็ทที่หัวROBOไม่ตรง WIDTH BA 
BF1 383;192;191
BF2 350;176;174",h355622,ทำการ Calibrate Robot ใหม่ -1 mm.,2025-03-30 00:06:42,2025-03-31 15:20:00
6,BNS160611231345,M15501,BNS16,rolldonw กดทับFe,H353350,ทำการ calibrate rolling down ให้ใหม่ครับ,2023-11-06 13:45:00,2023-11-06 14:00:00
14,PAP161510250600,M08401,PAP16,Rolldown Error รีดไม่วิ่งออก,H353350,ทำการ calibrate rolling down ให้ใหม่ครับ,2025-10-15 06:00:22,2025-10-15 06:09:00
15,TCSM121505251911,M01103,TCSM12,Rolling down error รีดเกินระยะ,h355622,ทำการ Calibrate Rolling down ใหม่,2025-05-15 19:11:06,2025-05-15 20:00:00
2,TCSM120207251541,M12302,TCSM12,rolling down BDR error after P.M.,H353350,ทำการ calibrate rolling ให้ใหม่ครับ,2025-07-02 15:41:49,2025-07-02 16:00:00
6,BNS190612250913,M20101,BNS19,ค่าX3 +10m,H353350,ทำการ calibrate X0 ให้ใหม่ครับ,2025-12-06 09:13:46,2025-12-06 09:19:00
25,BNS142505251049,M08201,BNS14,จุดสตาร์ท BA  ไม่ตรง,h355622,ทำการ Calibrate แกนX หัวRobot ใหม่,2025-05-25 10:49:18,2025-05-25 10:00:00
24,BNS202506250232,M16006,BNS20,ค่าแฟงค์ไม่ได้,H353350,ทำการ calibrate ให้ใหมครับ,2025-06-25 02:32:20,2025-06-25 03:00:00
2,PAP21B0206251605,M15105,PAP21B,Laser off Stec,H353350,ทำการ calibrate ให้ใหม่ครับ,2025-06-02 16:05:28,2025-06-02 16:30:00
11,BNS201110230931,M20101,BNS20,ค่า X0 off,็H353350,ทำการ calibrate ให้ใหม่ครับ,2023-10-11 09:31:06,2023-10-11 10:00:00
12,TCSM171212220810,M18801,TCSM17,drum หยุดไม่ตรง sector ตอนเอายางเข้า,H353350,ทำการ calibrate ให้ใหม่ครับ,2022-12-12 08:10:37,2022-12-12 09:00:00
13,TCSM121309231159,M01103,TCSM12,ROII DOWN รีดช้ามาก และรีด ปลาย BDR ไม่สุด,H353350,ทำการ calibrate ให้ใหม่ครับ,2023-09-13 11:59:08,2023-09-13 12:30:00
13,TCSM121309231826,M01103,TCSM12,BDR รีดไม่สุด,H353350,ทำการ calibrate ให้ใหม่ครับ,2023-09-13 18:26:20,2023-09-13 18:59:00
13,TCSM121309231831,M01103,TCSM12,Roll DOWN รีด ไม่สุด,H353350,ทำการ calibrate ให้ใหม่ครับ,2023-09-13 18:31:35,2023-09-13 18:59:00
16,BNS181610240947,M13105,BNS18,ค่าX2-3M.M,H353350,ทำการ calibrate ให้ใหม่ครับ,2024-10-16 09:47:08,2024-10-16 10:00:00
16,PAP161604231046,M08401,PAP16, รีด FPU แล้วยับ,H353350,ทำการ calibrate ให้ใหม่ครับ,2023-04-16 10:46:56,2023-04-16 11:05:00
19,TCSM121904231538,M12302,TCSM12,Roll Down error หลังจาก PM,H353350,ทำการ calibrate ให้ใหม่ครับ,2023-04-19 15:38:17,2023-04-19 16:50:00
20,PAP21A2008240722,M18201,PAP21A,ไฟGiหยุดไม่ตรง Sec,H353350,ทำการ calibrate ให้ใหม่ครับ,2024-08-20 07:22:49,2024-08-20 08:00:00
23,PAP21B2410240156,M08201,PAP21B,Drumหมุนไม่ตรง setter,H353350,ทำการ calibrate ให้ใหม่ครับ,2024-10-24 01:56:01,2024-10-24 03:00:00
28,BNS202805232040,M16006,BNS20,Flang error,H353350,ทำการ calibrate ให้ใหม่ครับ,2023-05-28 20:40:54,2023-05-28 20:59:00
28,TCSM132811221432,M01103,TCSM13,Rolldown error,H353350,ทำการ calibrate ให้ใหม่ครับ,2022-11-28 14:32:50,2022-11-28 15:00:00
31,BNS193105260849,M19001,BNS19,ไฟ เลเซอร์ D37 ด้าน R ไม่ขึ้นมองไม่เห็น,H353350,ทำการ calibrate ให้ใหม่ครับ,2026-05-31 08:49:16,2026-05-31 08:55:00
21,TCSM172210240147,M18801,TCSM17, ยางOff  centering,H353350,ทำการ calibrate ค่า flange ให้ใหม่ครับ,2024-10-22 01:47:40,2024-10-22 02:00:00
12,BNS141208221824,M15501,BNS14,จุด start BA off,H353350,ทำการ calibrate หัว robot ใหม่,2022-08-12 18:24:52,2022-08-12 18:50:00
28,TCSM132810221201,M01103,TCSM13,ยางหลุดขอบ,้h354217,ทำการ Calibratr Drum ใหม่,2022-10-28 12:01:18,2022-10-28 12:25:00
26,BNS162604260925,M18201,BNS16,ปลอกรีดไม่ติด Carcass,H353350,ทำการ check bladder MTG พบว่ารั่วจึงทำการแจ้ง setter ทำการเปลี่ยนหลังจากเปลี่ยนก็กลับมาเป็นปกติครับ,2026-04-26 09:25:14,2026-04-26 09:29:00
11,PAP141106251856,M08201,PAP14,TBL2 Error,H353350,ทำการ check BOM in FYT * ปกติครับ * โทรและเปิด BMA ให้ทาง sector 4 ทำการ check ต่อไปครับ * ช่วงระหว่างที่ sector 4 ทำการ check ส่วนของ QO ก็ check BOM คู่กับ sedtor 4 อีกรอบครับ *,2025-06-11 18:56:26,2025-06-11 19:00:00
5,BNS160509240922,M20001,BNS16,เช็ค Drum,้354217,ทำการ check Drum อัดจาระบีให้ใหม่,2024-09-05 09:22:33,2024-09-05 09:43:00
9,BNS160912252229,M08401,BNS16,รอยต่อ BDR ตรงกับ FPU,H353350,ทำการ check paramerer ( ปกติ ) / follow ดูอีก 3 เส้น ( ปกติ ) ไม่ได้ปรับ parameter ครับ,2025-12-09 22:29:42,2025-12-09 22:39:00
29,BNS202904251831,M18801,BNS20,Bandage หลุดIsolate+L2,H353350,ทำการ check นน. BDR และ นน. carcass แล้วปกติ ( check target weight ใน OQD แล้วไม่ตรงกับ weight chart จึงทำการแก้ไขให้ตรงหลังจากแก้ไขแล้วก็ปกติครับ ),2025-04-29 18:31:07,2025-05-29 18:49:00
29,BNS202904251949,M18801,BNS20,นน. สูงและหลุด weight chart,H353350,ทำการ check นน. BDR และ นน. carcass แล้วปกติ ( check target weight ใน OQD แล้วไม่ตรงกับ weight chart จึงทำการแก้ไขให้ตรงหลังจากแก้ไขแล้วก็ปกติครับ ),2025-04-29 19:49:13,2025-04-29 20:00:00
20,TCSM122002240913,M12302,TCSM12,RollDown BDR รีดบล็อคลม,H353350,ทำการ clean nozle ให้ใหม่ครับ,2024-02-20 09:13:59,2024-02-20 09:30:00
30,PAP143003240916,M06201,PAP14,FBY2 กับFYT ใช้ไม่ได้,H353350,ทำการ connect FYT กับ TBL2 ให้ใหม่ครับ,2024-03-30 09:16:41,2024-03-30 09:25:00
3,PAP200301261022,M13105,PAP20,ยิงชิ้นงาน GRL เข้าแต่พิมเป็น G1L G1R   G2L G2R G4L G4R G5L G5R  แล้วก็ LiL LiR ไม่ได้ ยิงล้วเข้าระบบไปเลย,H353350,ทำการ create BOM in FYT ให้ใหม่ครับ,2026-01-03 10:22:29,2026-01-03 10:35:00
12,PAP201202260717,M13105,PAP20,เปลี่ยนSize EL แล้ว GRL2L GRL4L หลุดออกจากระบบ,H353350,ทำการ create BOM ให้ใหม่ครับ,2026-02-12 07:17:47,2026-02-12 07:19:00
30,PAP203101260039,M05102,PAP20,เพิ่ม B23 R  ในFYT เนื่องจาก ม้วนAntanaไม่ตรง,H53350,ทำการ create เพิ่มให้ใหม่ครับ,2026-01-31 00:39:30,2026-01-31 01:00:00
31,PAP143103231755,M06201,PAP14,ระบบTBL2ชิ้นบล็อก,H353350,ทำการ DC ใหม่ครับ,2023-03-31 17:55:25,2023-03-31 18:14:00
22,BNS212204261216,M15103,BNS21,T0349230  ยิงยางใน FYT แล้วเด้งออก,H353350,ทำการ delete app FYTp และทำการติดตั้งให้ใหม่ครับ,2026-04-22 12:16:38,2026-04-22 12:19:00
24,PAP192404261628,M19501,PAP19,`fytเขาไม่ได้,H353350,ทำการ delete app FYTp และทำการติดตั้งให้ใหม่ครับ,2026-04-24 16:28:18,2026-04-24 16:35:00
24,PAP192404261635,M19501,PAP19,fytเข้าไม่ได้,H353350,ทำการ delete app FYTp และทำการติดตั้งให้ใหม่ครับ,2026-04-24 16:35:46,2026-04-24 16:40:00
19,BNS141912231431,M15501,BNS14,TBL2 แดง,H353350,ทำการ dimension change ให้ใหม่ครับ,2023-12-19 14:31:09,2023-12-19 15:00:00
25,BNS162512231619,M18201,BNS16, Step auto Spray Error,H353350,ทำการ dimension change ให้ใหม่ครับ,2023-12-25 16:19:33,2023-12-25 16:30:00
6,PAP160612232026,M13702,PAP16,ยิงช้นงานไม่เข้า TB2,H353350,ทำการ dimension change ใหม่ครับ,2023-12-06 20:26:46,2023-12-06 21:00:00
31,PAP21A3107250913,M08201,PAP21A,Cheak parameter Bladder Turrn up  เนื่องจากBladder Turn up เสียรูปทรงทั้ง2ข้าง,H353350,"ทำการ find tune parameter bladder turn up ให้ใหม่ครับ 
High pressure turn 1.5 bar to 1.3 bar
Low pressure turn 1.3 bar to 0.9 bar
Time low push bladder 5 sec. to 10 sec. ครับ",2025-07-31 09:13:08,2025-07-31 09:30:00
4,BNS200509250626,M21701,BNS20,BNS20M21701ปลอกตอนconformationเสร็จติดค่าmax,H353350,ทำการ find tune parameter ให้ใหม่ครับ,2025-09-05 06:26:54,2025-09-05 00:00:00
4,RZB30408250931,M05102,RZB3,Truse ยับทั้ง 2 ด้าน,H353350,ทำการ find tune parameter ให้ใหม่ครับ,2025-08-04 09:31:46,2025-08-04 10:00:00
5,RZB30508251037,M05102,RZB3,ตุ๊ดยับ,H353350,ทำการ find tune parameter ให้ใหม่ครับ,2025-08-05 10:37:54,2025-08-05 11:00:00
17,PAP21B1704250834,M08201,PAP21B,Budder ด้านAR เทิร์นยับ,H353350,ทำการ find tune parameter ให้ใหม่ครับ,2025-04-17 08:34:35,2025-04-17 08:59:00
